BoardGameRank,2018-10-06,2018-10-13,2018-10-20,2018-10-27,2018-11-03,2018-11-09,2018-11-17,2018-11-24,2018-12-01,2018-12-08,2018-12-15,2018-12-22,2018-12-29,2019-01-05,2019-01-12,2019-01-19,2019-01-26,2019-02-02,2019-02-09,2019-02-16,2019-02-23,2019-03-02,2019-03-09,2019-03-16,2019-03-23,2019-03-30,2019-04-06,2019-04-13,2019-04-20,2019-04-27,2019-05-04,2019-05-11,2019-05-18,2019-05-25,2019-06-01,2019-06-08,2019-06-15,2019-06-22,2019-06-29,2019-07-06,2019-07-13,2019-07-20,2019-07-27,2019-08-03,2019-08-10,2019-08-17,2019-08-24,2019-08-31,2019-09-07,2019-09-14,2019-09-21,2019-09-28,2019-10-05,2019-10-12,2019-10-19,2019-10-26,2019-11-02,2019-11-09,2019-11-16,2019-11-23,2019-11-30,2019-12-07,2019-12-14,2019-12-21,2019-12-28,2020-01-04,2020-01-11,2020-01-18,2020-01-25,2020-02-01,2020-02-08,2020-02-15,2020-02-22,2020-02-29,2020-03-07,2020-03-14,2020-03-21,2020-03-28,2020-04-04,2020-04-11,2020-04-18,2020-04-25,2020-05-02,2020-05-09,2020-05-16,2020-05-23,2020-05-30,2020-06-06,2020-06-13,2020-06-20,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22
32,162886,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,164153,164153,55690,55690,55690,55690,55690,55690,55690,55690,55690,221107,221107,221107,221107,55690,55690,55690,55690,221107,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,266192,266192,266192,221107,221107,221107,221107,221107,221107,221107,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,221107,221107,221107,221107,221107,221107,221107,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,237182,205059,205059,205059,205059,205059,205059,205059,237182,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,180263,180263,180263,180263,180263,205059,170216,199792,199792,199792,31260,31260,31260,31260,31260,31260,31260,31260
33,221107,221107,221107,221107,2651,2651,2651,2651,55690,2651,55690,55690,55690,55690,55690,164153,164153,164153,221107,221107,221107,221107,221107,221107,55690,55690,55690,55690,221107,221107,221107,221107,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,209010,209010,209010,209010,209010,209010,209010,209010,209010,266192,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,55690,55690,167355,55690,167355,167355,167355,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,221107,170216,170216,170216,170216,170216,170216,170216,221107,205059,205059,205059,221107,205059,221107,221107,221107,221107,205059,205059,205059,205059,205059,205059,205059,205059,180263,205059,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216
34,2651,2651,2651,2651,221107,221107,221107,55690,2651,55690,2651,2651,2651,25613,25613,221107,221107,221107,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,209010,209010,2651,2651,209010,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,237182,237182,237182,237182,237182,237182,237182,237182,55690,167355,55690,55690,55690,55690,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,221107,221107,221107,221107,221107,221107,221107,170216,221107,221107,221107,205059,221107,205059,205059,205059,205059,221107,221107,170216,170216,170216,170216,221107,170216,170216,199792,205059,205059,205059,205059,221107,221107,205059,205059,205059,205059,205059
35,55690,55690,55690,55690,55690,55690,55690,221107,221107,221107,221107,221107,221107,2651,221107,25613,25613,25613,25613,25613,25613,25613,2651,2651,25613,25613,25613,25613,25613,25613,2651,2651,2651,2651,25613,164153,164153,164153,25613,25613,164153,164153,164153,164153,164153,164153,164153,25613,25613,25613,266192,266192,2651,2651,209010,209010,2651,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,237182,237182,2651,2651,2651,167355,167355,167355,167355,167355,237182,237182,237182,237182,237182,237182,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,291457,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,170216,221107,221107,221107,221107,170216,221107,221107,180263,180263,221107,221107,221107,205059,205059,221107,221107,221107,221107,221107
36,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,224517,221107,2651,2651,2651,2651,2651,2651,2651,2651,25613,25613,2651,2651,2651,2651,2651,2651,25613,25613,25613,25613,2651,25613,25613,25613,164153,164153,25613,25613,25613,25613,25613,25613,25613,164153,164153,164153,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,164153,237182,237182,209010,209010,167355,167355,167355,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,291457,55690,55690,55690,55690,55690,55690,55690,55690,55690,55690,199792,199792,199792,199792,199792,199792,199792,199792,199792,221107,221107,180263,180263,180263,180263,180263,180263,180263,180263,180263,180263
37,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,72125,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,266192,266192,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,237182,164153,164153,164153,167355,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,164153,164153,209010,209010,209010,209010,126163,126163,126163,126163,126163,126163,126163,199792,199792,199792,199792,199792,199792,199792,199792,199792,199792,199792,199792,199792,55690,55690,55690,55690,55690,55690,55690,55690,276025,276025,276025,276025,276025,276025,276025,276025,276025,276025,276025,276025,276025
38,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,224517,230802,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,126163,126163,126163,126163,126163,126163,126163,126163,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,72125,72125,266192,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,25613,25613,25613,25613,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,126163,126163,126163,209010,209010,164153,164153,126163,126163,164153,164153,209010,164153,209010,199792,199792,126163,126163,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,276025,276025,276025,276025,55690,55690,55690,55690,55690,55690,55690,55690,284083,55690,284083,284083,284083
39,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,224517,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,230802,230802,72125,230802,230802,72125,72125,72125,72125,72125,72125,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,237182,126163,126163,126163,126163,25613,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,164153,164153,164153,126163,126163,126163,126163,164153,164153,209010,209010,164153,209010,164153,209010,209010,209010,209010,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,126163,2651,2651,2651,2651,2651,2651,2651,284083,284083,284083,284083,284083,55690,284083,55690,55690,55690
40,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,266192,266192,266192,230802,72125,72125,230802,230802,230802,230802,230802,230802,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,167355,167355,167355,167355,126163,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,25613,199792,199792,199792,199792,199792,199792,164153,164153,164153,164153,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,209010,276025,276025,126163,126163,126163,126163,126163,126163,284083,2651,2651,2651,2651,126163,2651,2651,2651,285774,285774
41,171623,171623,171623,171623,171623,171623,171623,171623,171623,224517,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,266192,266192,266192,35677,35677,35677,35677,35677,35677,35677,35677,35677,237182,237182,237182,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,72125,216132,216132,216132,216132,216132,216132,199792,199792,199792,25613,25613,25613,25613,25613,25613,216132,216132,216132,216132,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,164153,276025,209010,209010,209010,209010,284083,284083,284083,284083,126163,126163,126163,126163,126163,2651,126163,126163,126163,126163,126163
42,124742,124742,124742,124742,124742,124742,124742,124742,224517,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,266192,121921,121921,121921,121921,121921,121921,121921,237182,237182,237182,237182,237182,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,230802,230802,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,35677,230802,216132,216132,216132,216132,72125,72125,72125,72125,199792,199792,216132,216132,216132,216132,216132,216132,216132,216132,216132,25613,25613,25613,25613,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,276025,276025,164153,164153,164153,164153,284083,209010,209010,209010,209010,247763,247763,247763,247763,247763,247763,247763,247763,285774,2651,2651
43,68448,68448,68448,68448,68448,68448,68448,68448,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,266192,266192,171623,171623,171623,171623,171623,171623,171623,171623,121921,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,216132,216132,167355,167355,35677,35677,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,35677,230802,35677,35677,35677,230802,230802,230802,230802,72125,72125,72125,72125,72125,72125,72125,35677,35677,35677,35677,35677,35677,35677,291457,25613,25613,25613,25613,25613,25613,25613,25613,276025,276025,216132,216132,216132,216132,216132,216132,164153,164153,164153,164153,247763,209010,209010,209010,209010,209010,209010,209010,285774,247763,247763,247763
44,122515,122515,122515,122515,122515,122515,122515,122515,68448,68448,68448,68448,68448,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,266192,216132,216132,216132,216132,216132,216132,237182,237182,237182,237182,171623,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,216132,171623,171623,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,35677,230802,230802,230802,35677,35677,35677,35677,230802,230802,35677,35677,35677,35677,35677,72125,72125,72125,72125,72125,72125,72125,35677,35677,35677,35677,35677,35677,35677,35677,276025,25613,25613,25613,25613,284083,284083,284083,284083,216132,216132,216132,247763,164153,164153,164153,164153,164153,185343,185343,185343,185343,185343,185343,185343
45,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,68448,266192,266192,124742,124742,124742,124742,124742,124742,237182,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,216132,121921,121921,167355,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,199792,199792,199792,199792,35677,35677,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,230802,72125,72125,72125,72125,72125,72125,72125,276025,35677,35677,35677,35677,35677,25613,25613,247763,247763,247763,247763,247763,216132,216132,216132,216132,216132,185343,164153,164153,285774,209010,209010,209010,209010
46,18602,18602,18602,18602,18602,18602,18602,224517,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,122515,266192,68448,68448,68448,68448,68448,237182,237182,237182,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,167355,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,199792,199792,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,171623,185343,185343,230802,230802,230802,230802,230802,230802,230802,72125,72125,72125,72125,72125,284083,35677,247763,25613,25613,35677,185343,185343,185343,185343,185343,185343,185343,216132,216132,216132,164153,164153,164153,164153,164153
47,28143,28143,28143,28143,28143,28143,28143,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,18602,28143,28143,28143,28143,28143,28143,28143,28143,185343,185343,122515,122515,185343,185343,237182,237182,68448,68448,68448,68448,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,185343,167355,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,124742,199792,199792,199792,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,121921,185343,185343,185343,185343,171623,171623,185343,185343,185343,185343,276025,276025,276025,230802,230802,230802,230802,230802,230802,247763,35677,35677,35677,185343,35677,35677,35677,35677,35677,35677,35677,285774,285774,285774,216132,216132,216132,216132,192135
